after_training_task,average_accuracy,test_on_task_1,test_on_task_2,test_on_task_3,test_on_task_4,test_on_task_5




1,0.5061313509941101,0.5061313509941101

2,0.3336629867553711,0.10195806622505188,0.5653678774833679

3,0.4020635783672333,0.10195806622505188,0.5653678774833679,0.5388647317886353

4,0.31625789403915405,0.10195806622505188,0.09760680049657822,0.5388647317886353,0.526602029800415

5,0.26869064569473267,0.10195806622505188,0.09760680049657822,0.5388647317886353,0.526602029800415,0.07842167466878891
