after_training_task,average_classification_loss,test_on_task_1,test_on_task_2,test_on_task_3,test_on_task_4,test_on_task_5




1,2.0318164825439453,2.0318164825439453

2,2.1431736946105957,2.302907943725586,1.983439564704895

3,2.0961215496063232,2.302907943725586,1.983439564704895,2.0020172595977783

4,2.1571924686431885,2.302907943725586,2.3005800247192383,2.0020172595977783,2.0232648849487305

5,2.187217950820923,2.302907943725586,2.3005800247192383,2.0020172595977783,2.0232648849487305,2.307319402694702
